"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PBT6CKEY","preprint","2023","Hashemi, Helia; Zhuang, Yong; Kothur, Sachith Sri Ram; Prasad, Srivas; Meij, Edgar; Croft, W. Bruce","Dense Retrieval Adaptation using Target Domain Description","","","","10.48550/arXiv.2307.02740","http://arxiv.org/abs/2307.02740","In information retrieval (IR), domain adaptation is the process of adapting a retrieval model to a new domain whose data distribution is different from the source domain. Existing methods in this area focus on unsupervised domain adaptation where they have access to the target document collection or supervised (often few-shot) domain adaptation where they additionally have access to (limited) labeled data in the target domain. There also exists research on improving zero-shot performance of retrieval models with no adaptation. This paper introduces a new category of domain adaptation in IR that is as-yet unexplored. Here, similar to the zero-shot setting, we assume the retrieval model does not have access to the target document collection. In contrast, it does have access to a brief textual description that explains the target domain. We define a taxonomy of domain attributes in retrieval tasks to understand different properties of a source domain that can be adapted to a target domain. We introduce a novel automatic data construction pipeline that produces a synthetic document collection, query set, and pseudo relevance labels, given a textual domain description. Extensive experiments on five diverse target domains show that adapting dense retrieval models using the constructed synthetic data leads to effective retrieval performance on the target domain.","2023-07-05","2024-05-02 22:13:25","2024-05-27 10:46:18","2024-05-02 22:13:25","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2307.02740 [cs] titleTranslation: 使用目標域描述的密集檢索適應","","C:\Users\BlackCat\Zotero\storage\EH8JJ58F\Hashemi 等。 - 2023 - Dense Retrieval Adaptation using Target Domain Des.pdf; C:\Users\BlackCat\Zotero\storage\TMS9965E\2307.html","","未整理; RAG","Computer Science - Computation and Language; Computer Science - Information Retrieval","","","","","","","","","","","","","","","","","","","arXiv:2307.02740","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJQ44KND","preprint","2023","Lála, Jakub; O'Donoghue, Odhran; Shtedritski, Aleksandar; Cox, Sam; Rodriques, Samuel G.; White, Andrew D.","PaperQA: Retrieval-Augmented Generative Agent for Scientific Research","","","","10.48550/arXiv.2312.07559","http://arxiv.org/abs/2312.07559","Large Language Models (LLMs) generalize well across language tasks, but suffer from hallucinations and uninterpretability, making it difficult to assess their accuracy without ground-truth. Retrieval-Augmented Generation (RAG) models have been proposed to reduce hallucinations and provide provenance for how an answer was generated. Applying such models to the scientific literature may enable large-scale, systematic processing of scientific knowledge. We present PaperQA, a RAG agent for answering questions over the scientific literature. PaperQA is an agent that performs information retrieval across full-text scientific articles, assesses the relevance of sources and passages, and uses RAG to provide answers. Viewing this agent as a question answering model, we find it exceeds performance of existing LLMs and LLM agents on current science QA benchmarks. To push the field closer to how humans perform research on scientific literature, we also introduce LitQA, a more complex benchmark that requires retrieval and synthesis of information from full-text scientific papers across the literature. Finally, we demonstrate PaperQA's matches expert human researchers on LitQA.","2023-12-14","2024-05-02 22:31:48","2024-05-28 23:33:00","2024-05-02 22:31:48","","","","","","","PaperQA","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2312.07559 [cs] titleTranslation: PaperQA：科學研究的檢索增強生成代理 abstractTranslation:  大型語言模型 (LLM) 可以很好地泛化各種語言任務，但會出現幻覺和不可解釋性，因此在沒有事實依據的情況下很難評估其準確性。人們提出了檢索增強生成（RAG）模型來減少幻覺並為答案的生成方式提供基礎。將此類模型應用於科學文獻可以實現科學知識的大規模、系統化處理。我們推出 PaperQA，一種用於回答科學文獻問題的 RAG 代理程式。 PaperQA 是一種代理，可在全文科學文章中執行資訊檢索、評估來源和段落的相關性，並使用 RAG 提供答案。將此代理視為問答模型，我們發現它在當前科學 QA 基準上超過了現有 LLM 和 LLM 代理的性能。為了推動該領域更接近人類如何對科學文獻進行研究，我們還引入了 LitQA，這是一個更複雜的基準，需要從文獻中的全文科學論文中檢索和綜合資訊。最後，我們展示了 PaperQA 與 LitQA 上的人類專家研究人員的匹配。","","C:\Users\BlackCat\Zotero\storage\RUNJWB33\Lála 等。 - 2023 - PaperQA Retrieval-Augmented Generative Agent for .pdf; C:\Users\BlackCat\Zotero\storage\SS38K28Q\2312.html","","重要; 未整理; 資料集; 問答系統; 微讀; RAG","Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2312.07559","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5X5RZ77Y","computerProgram","",", chatchat-space","chatchat-space/Langchain-Chatchat","","","","","https://github.com/chatchat-space/Langchain-Chatchat","","","2024-05-02 22:42:31","2024-05-02 22:56:47","","","","","","","","Langchain-Chatchat","","","","","","","","","","","","","","","","","","","","","","",", chatchat-space","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CB9GV9ES","journalArticle","2005","Pomerantz, Jeffrey","A linguistic analysis of question taxonomies","Journal of the American Society for Information Science and Technology","","1532-2882, 1532-2890","10.1002/asi.20162","https://onlinelibrary.wiley.com/doi/10.1002/asi.20162","Abstract             Recent work in automatic question answering has called for question taxonomies as a critical component of the process of machine understanding of questions. There is a long tradition of classifying questions in library reference services, and digital reference services have a strong need for automation to support scalability. Digital reference and question answering systems have the potential to arrive at a highly fruitful symbiosis. To move towards this goal, an extensive review was conducted of bodies of literature from several fields that deal with questions, to identify question taxonomies that exist in these bodies of literature. In the course of this review, five question taxonomies were identified, at four levels of linguistic analysis.","2005-05","2024-05-02 23:46:02","2024-05-27 10:46:16","2024-05-02 23:46:02","715-728","","7","56","","J. Am. Soc. Inf. Sci.","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","Semantic Scholar","","titleTranslation: 問題分類的語言分析","","C:\Users\BlackCat\Zotero\storage\LL2ZQ9BP\Pomerantz - 2005 - A linguistic analysis of question taxonomies.pdf; ","https://www.semanticscholar.org/paper/A-linguistic-analysis-of-question-taxonomies-Pomerantz/6b88336fb0977d20c00efb032e4359e11d042c62?sort=pub-date","重要; 未整理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSAPU4DF","preprint","2023","Zheng, Mingqian; Pei, Jiaxin; Jurgens, David","Is ""A Helpful Assistant"" the Best Role for Large Language Models? A Systematic Evaluation of Social Roles in System Prompts","","","","10.48550/arXiv.2311.10054","http://arxiv.org/abs/2311.10054","Prompting serves as the major way humans interact with Large Language Models (LLM). Commercial AI systems commonly define the role of the LLM in system prompts. For example, ChatGPT uses ""You are a helpful assistant"" as part of the default system prompt. But is ""a helpful assistant"" the best role for LLMs? In this study, we present a systematic evaluation of how social roles in system prompts affect model performance. We curate a list of 162 roles covering 6 types of interpersonal relationships and 8 types of occupations. Through extensive analysis of 3 popular LLMs and 2457 questions, we show that adding interpersonal roles in prompts consistently improves the models' performance over a range of questions. Moreover, while we find that using gender-neutral roles and specifying the role as the audience leads to better performances, predicting which role leads to the best performance remains a challenging task, and that frequency, similarity, and perplexity do not fully explain the effect of social roles on model performances. Our results can help inform the design of system prompts for AI systems. Code and data are available at https://github.com/Jiaxin-Pei/Prompting-with-Social-Roles.","2023-11-16","2024-05-04 02:22:01","2024-05-06 02:10:41","2024-05-04 02:22:01","","","","","","","Is ""A Helpful Assistant"" the Best Role for Large Language Models?","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2311.10054 [cs] titleTranslation: 「得力助手」是大型語言模型的最佳角色嗎？系統提示中社會角色的系統性評價 abstractTranslation:  提示是人類與大型語言模型（LLM）互動的主要方式。商業人工智慧系統通常在系統提示中定義法學碩士的角色。例如，ChatGPT 使用「你是一個有用的助手」作為預設系統提示的一部分。但「樂於助人的助手」是法學碩士的最佳角色嗎？在這項研究中，我們對系統提示中的社會角色如何影響模型表現進行了系統性評估。我們整理了 162 個角色列表，涵蓋 6 種人際關係和 8 種職業。透過對 3 個熱門法學碩士和 2457 個問題的廣泛分析，我們表明，在提示中添加人際角色可以持續提高模型在一系列問題上的表現。此外，雖然我們發現使用性別中立的角色並將角色指定為觀眾會帶來更好的表演，但預測哪個角色會帶來最佳表演仍然是一項具有挑戰性的任務，並且頻率、相似性和困惑度並不能完全解釋效果社會角色對模特兒表演的影響。我們的結果可以幫助為人工智慧系統的系統提示設計提供資訊。程式碼和資料可在 https://github.com/Jiaxin-Pei/Prompting-with-Social-Roles 取得。","","C:\Users\BlackCat\Zotero\storage\WFKZBR7D\Zheng 等。 - 2023 - Is A Helpful Assistant the Best Role for Large L.pdf; C:\Users\BlackCat\Zotero\storage\JUU764MI\2311.html","","未整理; LLM; Prompt","Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Machine Learning; Computer Science - Computers and Society; Computer Science - Human-Computer Interaction","","","","","","","","","","","","","","","","","","","arXiv:2311.10054","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8JBMIXH","preprint","2023","Zhou, Tong; Chen, Yubo; Cao, Pengfei; Liu, Kang; Zhao, Jun; Liu, Shengping","Oasis: Data Curation and Assessment System for Pretraining of Large Language Models","","","","10.48550/arXiv.2311.12537","http://arxiv.org/abs/2311.12537","Data is one of the most critical elements in building a large language model. However, existing systems either fail to customize a corpus curation pipeline or neglect to leverage comprehensive corpus assessment for iterative optimization of the curation. To this end, we present a pretraining corpus curation and assessment platform called Oasis -- a one-stop system for data quality improvement and quantification with user-friendly interactive interfaces. Specifically, the interactive modular rule filter module can devise customized rules according to explicit feedback. The debiased neural filter module builds the quality classification dataset in a negative-centric manner to remove the undesired bias. The adaptive document deduplication module could execute large-scale deduplication with limited memory resources. These three parts constitute the customized data curation module. And in the holistic data assessment module, a corpus can be assessed in local and global views, with three evaluation means including human, GPT-4, and heuristic metrics. We exhibit a complete process to use Oasis for the curation and assessment of pretraining data. In addition, an 800GB bilingual corpus curated by Oasis is publicly released.","2023-11-21","2024-05-04 02:33:47","2024-05-06 02:10:40","2024-05-04 02:33:47","","","","","","","Oasis","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2311.12537 [cs] titleTranslation: Oasis：大型語言模型預先訓練的資料管理和評估系統 abstractTranslation:  數據是建構大型語言模型最關鍵的元素之一。然而，現有系統要么無法自訂語料庫管理流程，要么忽視利用全面的語料庫評估來迭代最佳化管理。為此，我們推出了一個名為 Oasis 的預訓練語料庫管理和評估平台，這是一個透過使用者友善的互動介面進行資料品質改進和量化的一站式系統。具體地，互動式模組化規則過濾模組可以根據顯式回饋設計自訂規則。除偏神經過濾模組以負為中心的方式建立品質分類資料集，以消除不必要的偏差。自適應文件重複資料刪除模組可以在有限的記憶體資源下執行大規模的重複資料刪除。這三個部分構成了客製化的資料管理模組。在整體資料評估模組中，可以從局部和全局角度對語料庫進行評估，採用人類、GPT-4和啟發式度量三種評估手段。我們展示了使用 Oasis 管理和評估預訓練資料的完整流程。此外，綠洲策劃的800GB雙語語料庫也已公開發布。","","C:\Users\BlackCat\Zotero\storage\A45T23LQ\Zhou 等。 - 2023 - Oasis Data Curation and Assessment System for Pre.pdf; C:\Users\BlackCat\Zotero\storage\64DX2IIJ\2311.html","","未整理; LLM; 資料集; 可視化","Computer Science - Artificial Intelligence; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2311.12537","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3RGTH8C","preprint","2023","Chen, Daoyuan; Huang, Yilun; Ma, Zhijian; Chen, Hesen; Pan, Xuchen; Ge, Ce; Gao, Dawei; Xie, Yuexiang; Liu, Zhaoyang; Gao, Jinyang; Li, Yaliang; Ding, Bolin; Zhou, Jingren","Data-Juicer: A One-Stop Data Processing System for Large Language Models","","","","10.48550/arXiv.2309.02033","http://arxiv.org/abs/2309.02033","The immense evolution in Large Language Models (LLMs) has underscored the importance of massive, heterogeneous, and high-quality data. A data recipe is a mixture of data from different sources for training LLMs, which plays a vital role in LLMs' performance. Existing open-source tools for LLM data processing are mostly tailored for specific data recipes. To continuously uncover the potential of LLMs, incorporate data from new sources, and improve LLMs' performance, we build a new system named Data-Juicer, with which we can efficiently generate diverse data recipes, explore different possibilities in forming data mixtures, and evaluate their effects on model performance. Different from traditional data-analytics pipelines, Data-Juicer faces some unique challenges. Firstly, the possible data sources for forming data recipes are truly heterogeneous and massive with various qualities. Secondly, it is extremely expensive to precisely evaluate data recipes' impact on LLMs' performance. Thirdly, the end users of Data-Juicer, model developers, need sufficient flexibility to configure and evaluate different data recipes. Data-Juicer features a fine-grained abstraction of pipelines for constructing data recipes, with over 50 built-in operators for easy composition and extension. By incorporating visualization and auto-evaluation capabilities, Data-Juicer enables a timely feedback loop for both LLM pre-training and fine-tuning. Further, Data-Juicer is optimized and integrated with ecosystems for LLM training, evaluation, and distributed computing. The data recipes derived with Data-Juicer gain notable improvements on state-of-the-art LLMs, by up to 7.45% increase in averaged score across 16 LLM benchmarks and 17.5% higher win rate in pair-wise GPT-4 evaluations. Our system, data recipes, and tutorials are released, calling for broader data-centric research on training and understanding LLMs.","2023-12-20","2024-05-04 02:35:57","2024-05-06 02:10:35","2024-05-04 02:35:57","","","","","","","Data-Juicer","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2309.02033 [cs] abstractTranslation:  大型語言模型 (LLM) 的巨大發展凸顯了大量、異質和高品質資料的重要性。資料配方是來自不同來源的資料的混合，用於訓練法學碩士，這對法學碩士的表現起著至關重要的作用。現有的 LLM 資料處理開源工具大多是針對特定資料配方量身打造的。為了不斷發掘LLM的潛力，整合新來源的數據，提高LLM的表現，我們建立了一個名為Data-Juicer的新系統，透過它我們可以有效地產生不同的數據配方，探索形成數據混合的不同可能性，並評估它們對模型性能的影響。與傳統的數據分析管道不同，Data-Juicer 面臨一些獨特的挑戰。首先，形成資料配方的可能資料來源確實是異質的、海量的、品質各異的。其次，精確評估資料配方對法學碩士績效的影響極為昂貴。第三，Data-Juicer的最終用戶，即模型開發人員，需要足夠的靈活性來配置和評估不同的資料配方。 Data-Juicer 具有用於建立資料配方的細粒度管道抽象，具有 50 多個內建運算符，可輕鬆組合和擴展。透過整合視覺化和自動評估功能，Data-Juicer 為 LLM 預訓練和微調提供了及時的回饋循環。此外，Data-Juicer 還針對 LLM 訓練、評估和分散式運算進行了最佳化並與生態系統整合。使用 Data-Juicer 得出的資料配方在最先進的 LLM 上獲得了顯著改進，16 個 LLM 基準的平均分數提高了 7.45%，成對 GPT-4 評估的勝率提高了 17.5%。我們的系統、數據配方和教程已發布，呼籲對法學碩士的培訓和理解進行更廣泛的以數據為中心的研究。 titleTranslation: Data-Juicer：大型語言模型的一站式資料處理系統","","C:\Users\BlackCat\Zotero\storage\3JY8V56D\Chen 等。 - 2023 - Data-Juicer A One-Stop Data Processing System for.pdf; C:\Users\BlackCat\Zotero\storage\MT62NXDM\2309.html","","未整理","Computer Science - Machine Learning; Computer Science - Databases; Computer Science - Distributed, Parallel, and Cluster Computing","","","","","","","","","","","","","","","","","","","arXiv:2309.02033","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59RRKS4D","preprint","2024","Liu, Yilun; Tao, Shimin; Zhao, Xiaofeng; Zhu, Ming; Ma, Wenbing; Zhu, Junhao; Su, Chang; Hou, Yutai; Zhang, Miao; Zhang, Min; Ma, Hongxia; Zhang, Li; Yang, Hao; Jiang, Yanfei","CoachLM: Automatic Instruction Revisions Improve the Data Quality in LLM Instruction Tuning","","","","10.48550/arXiv.2311.13246","http://arxiv.org/abs/2311.13246","Instruction tuning is crucial for enabling Language Learning Models (LLMs) in responding to human instructions. The quality of instruction pairs used for tuning greatly affects the performance of LLMs. However, the manual creation of high-quality instruction datasets is costly, leading to the adoption of automatic generation of instruction pairs by LLMs as a popular alternative. To ensure the high quality of LLM-generated instruction datasets, several approaches have been proposed. Nevertheless, existing methods either compromise dataset integrity by filtering a large proportion of samples, or are unsuitable for industrial applications. In this paper, instead of discarding low-quality samples, we propose CoachLM, a novel approach to enhance the quality of instruction datasets through automatic revisions on samples in the dataset. CoachLM is trained from the samples revised by human experts and significantly increases the proportion of high-quality samples in the dataset from 17.7% to 78.9%. The effectiveness of CoachLM is further assessed on various real-world instruction test sets. The results show that CoachLM improves the instruction-following capabilities of the instruction-tuned LLM by an average of 29.9%, which even surpasses larger LLMs with nearly twice the number of parameters. Furthermore, CoachLM is successfully deployed in a data management system for LLMs at Huawei, resulting in an efficiency improvement of up to 20% in the cleaning of 40k real-world instruction pairs. We release various assets of CoachLM, including the training data, code and test set (https://github.com/lunyiliu/CoachLM).","2024-03-20","2024-05-04 02:36:20","2024-05-06 02:10:31","2024-05-04 02:36:20","","","","","","","CoachLM","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2311.13246 [cs] titleTranslation: CoachLM：自動指令修訂提高了 LLM 指令調優中的資料品質 abstractTranslation:  指令調整對於使語言學習模型 (LLM) 響應人類指令至關重要。用於調優的指令對的品質極大地影響了 LLM 的效能。然而，手動建立高品質的指令資料集成本高昂，因此法學碩士採用自動產生指令對作為流行的替代方案。為了確保法學碩士產生的教學數據集的高質量，人們提出了幾種方法。然而，現有的方法要麼透過過濾大部分樣本來損害資料集的完整性，要麼不適合工業應用。在本文中，我們沒有丟棄低品質的樣本，而是提出了 CoachLM，這是一種透過自動修改資料集中的樣本來提高教學資料集品質的新方法。 CoachLM 使用人類專家修改的樣本進行訓練，將資料集中高品質樣本的比例從 17.7% 顯著提高到 78.9%。 CoachLM 的有效性在各種實際教學測驗集上進一步評估。結果表明，CoachLM 將指令調校的 LLM 的指令追蹤能力平均提高了 29.9%，甚至超過了參數數量接近兩倍的大型 LLM。此外，CoachLM已成功部署在華為法學碩士資料管理系統中，在4萬個真實指令對的清理中，效率提升高達20%。我們發布了CoachLM的各種資產，包括訓練資料、程式碼和測試集（https://github.com/lunyiliu/CoachLM）。","","C:\Users\BlackCat\Zotero\storage\M8KD2UXI\Liu 等。 - 2024 - CoachLM Automatic Instruction Revisions Improve t.pdf; C:\Users\BlackCat\Zotero\storage\UB4FXU9I\2311.html","","未整理","Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2311.13246","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVIM6HTK","conferencePaper","2020","Ribeiro, Marco Tulio; Wu, Tongshuang; Guestrin, Carlos; Singh, Sameer","Beyond Accuracy: Behavioral Testing of NLP Models with CheckList","Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics","","","10.18653/v1/2020.acl-main.442","https://aclanthology.org/2020.acl-main.442","Although measuring held-out accuracy has been the primary approach to evaluate generalization, it often overestimates the performance of NLP models, while alternative approaches for evaluating models either focus on individual tasks or on specific behaviors. Inspired by principles of behavioral testing in software engineering, we introduce CheckList, a task-agnostic methodology for testing NLP models. CheckList includes a matrix of general linguistic capabilities and test types that facilitate comprehensive test ideation, as well as a software tool to generate a large and diverse number of test cases quickly. We illustrate the utility of CheckList with tests for three tasks, identifying critical failures in both commercial and state-of-art models. In a user study, a team responsible for a commercial sentiment analysis model found new and actionable bugs in an extensively tested model. In another user study, NLP practitioners with CheckList created twice as many tests, and found almost three times as many bugs as users without it.","2020-07","2024-05-04 03:01:52","2024-05-27 10:46:15","2024-05-04 03:01:52","4902–4912","","","","","","Beyond Accuracy","","","","","Association for Computational Linguistics","Online","en","","","","","ACLWeb","","titleTranslation: 超越準確性：使用 CheckList 對 NLP 模型進行行為測試","","C:\Users\BlackCat\Zotero\storage\G69UZDHN\Ribeiro 等。 - 2020 - Beyond Accuracy Behavioral Testing of NLP Models .pdf","","重要; 未整理","","Jurafsky, Dan; Chai, Joyce; Schluter, Natalie; Tetreault, Joel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACL 2020","","","","","","","","","","","","","","",""
"78YEBNCL","preprint","2023","White, Jules; Fu, Quchen; Hays, Sam; Sandborn, Michael; Olea, Carlos; Gilbert, Henry; Elnashar, Ashraf; Spencer-Smith, Jesse; Schmidt, Douglas C.","A Prompt Pattern Catalog to Enhance Prompt Engineering with ChatGPT","","","","10.48550/arXiv.2302.11382","http://arxiv.org/abs/2302.11382","Prompt engineering is an increasingly important skill set needed to converse effectively with large language models (LLMs), such as ChatGPT. Prompts are instructions given to an LLM to enforce rules, automate processes, and ensure specific qualities (and quantities) of generated output. Prompts are also a form of programming that can customize the outputs and interactions with an LLM. This paper describes a catalog of prompt engineering techniques presented in pattern form that have been applied to solve common problems when conversing with LLMs. Prompt patterns are a knowledge transfer method analogous to software patterns since they provide reusable solutions to common problems faced in a particular context, i.e., output generation and interaction when working with LLMs. This paper provides the following contributions to research on prompt engineering that apply LLMs to automate software development tasks. First, it provides a framework for documenting patterns for structuring prompts to solve a range of problems so that they can be adapted to different domains. Second, it presents a catalog of patterns that have been applied successfully to improve the outputs of LLM conversations. Third, it explains how prompts can be built from multiple patterns and illustrates prompt patterns that benefit from combination with other prompt patterns.","2023-02-21","2024-05-06 11:16:58","2024-05-27 10:46:14","2024-05-06 11:16:58","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2302.11382 [cs] titleTranslation: 使用 ChatGPT 增強提示工程的提示模式目錄","","C:\Users\BlackCat\Zotero\storage\B4ZUPH9T\White 等。 - 2023 - A Prompt Pattern Catalog to Enhance Prompt Enginee.pdf; C:\Users\BlackCat\Zotero\storage\VGX8WD59\2302.html","","未整理","Computer Science - Artificial Intelligence; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2302.11382","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUUUTTQJ","journalArticle","2023","Giray, Louie","Prompt Engineering with ChatGPT: A Guide for Academic Writers","Annals of Biomedical Engineering","","1573-9686","10.1007/s10439-023-03272-4","https://doi.org/10.1007/s10439-023-03272-4","Prompt engineering is a relatively new discipline that refers to the practice of developing and optimizing prompts to effectively utilize large language models, particularly in natural language processing tasks. However, not many writers and researchers are familiar about this discipline. Hence, in this paper, I aim to highlight the significance of prompt engineering for academic writers and researchers, particularly the fledgling, in the rapidly evolving world of artificial intelligence. I also discuss the concepts of prompt engineering, large language models, and the techniques and pitfalls of writing prompts. Here, I contend that by acquiring prompt engineering skills, academic writers can navigate the changing landscape and leverage large language models to enhance their writing process. As artificial intelligence continues to advance and penetrate the arena of academic writing, prompt engineering equips writers and researchers with the essential skills to effectively harness the power of language models. This enables them to confidently explore new opportunities, enhance their writing endeavors, and remain at the forefront of utilizing cutting-edge technologies in their academic pursuits.","2023-12-01","2024-05-06 11:17:59","2024-05-27 10:46:13","2024-05-06 11:17:59","2629-2633","","12","51","","Ann Biomed Eng","Prompt Engineering with ChatGPT","","","","","","","en","","","","","Springer Link","","titleTranslation: 使用 ChatGPT 進行快速工程：學術作家指南","","","","未整理; LLM; ChatGPT; 無法取得; Prompt","Natural language processing; Academic writing; Large language models; Prompt engineering; Prompts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"833SFUEN","preprint","2023","Es, Shahul; James, Jithin; Espinosa-Anke, Luis; Schockaert, Steven","RAGAS: Automated Evaluation of Retrieval Augmented Generation","","","","10.48550/arXiv.2309.15217","http://arxiv.org/abs/2309.15217","We introduce RAGAs (Retrieval Augmented Generation Assessment), a framework for reference-free evaluation of Retrieval Augmented Generation (RAG) pipelines. RAG systems are composed of a retrieval and an LLM based generation module, and provide LLMs with knowledge from a reference textual database, which enables them to act as a natural language layer between a user and textual databases, reducing the risk of hallucinations. Evaluating RAG architectures is, however, challenging because there are several dimensions to consider: the ability of the retrieval system to identify relevant and focused context passages, the ability of the LLM to exploit such passages in a faithful way, or the quality of the generation itself. With RAGAs, we put forward a suite of metrics which can be used to evaluate these different dimensions \textit{without having to rely on ground truth human annotations}. We posit that such a framework can crucially contribute to faster evaluation cycles of RAG architectures, which is especially important given the fast adoption of LLMs.","2023-09-26","2024-05-18 08:09:43","2024-05-27 10:46:12","2024-05-18 08:09:43","","","","","","","RAGAS","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2309.15217 [cs] titleTranslation: RAGAS：檢索增強產生的自動評估","","C:\Users\BlackCat\Zotero\storage\NI8SSY23\Es 等。 - 2023 - RAGAS Automated Evaluation of Retrieval Augmented.pdf; C:\Users\BlackCat\Zotero\storage\2PCXQBJU\2309.html; D:\Paper\RAGAS： Automated Evaluation of Retrieval Augmented Generation.pdf","","重要; 待讀; LLM; 問答系統; RAG","Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2309.15217","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EX9Q42GV","journalArticle","2013","Miller, Justin","Graph Database Applications and Concepts with Neo4j","SAIS 2013Proceedings","","","","https://aisel.aisnet.org/sais2013/24","","2013-05-18","2024-05-26 18:53:49","2024-05-27 10:46:11","","","","","","","","","","","","","","","en","","","","","","","titleTranslation: Neo4j 的圖形資料庫應用程式與概念","","C:\Users\BlackCat\Zotero\storage\YG9Q9Y45\24.html; D:\Paper\Graph Database Applications and Concepts with Neo4j.pdf","","無法取得; 圖形資料庫; neo4j","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RM7SSUGG","conferencePaper","2023","Sunuwar, Devi; Singh, Monika","Comparative Analysis of Relational and Graph Databases for Data Provenance: Performance, Queries, and Security Considerations","2023 World Conference on Communication & Computing (WCONF)","","","10.1109/WCONF58270.2023.10235151","https://ieeexplore.ieee.org/document/10235151","In today’s interconnected world, we perceive and understand everything as a vast network of relationships. Whether it’s people, places, or events, our minds naturally associate them as nodes and edges in a graph. This inherent cognitive tendency in human thinking contrasts with the formalisms commonly used by computer scientists and technologists, such as relational databases and JSON documents. While these abstractions serve as convenient tools, they only partially align with the intuitive way our brains process information. Relational databases excel in handling structured data and enforcing strict relationships, making them ideal for transaction processing and deterministic analytics. However, their rigid constraints often hinder the exploration of distant connections and answering complex questions about relationships that span multiple layers. This paper focuses on non-relational databases, particularly graph databases, and presents a comprehensive review of Neo4j compared to traditional relational databases. Graph databases offer a more realistic representation of corresponding data, allowing for flexible querying and traversing relationships with ease. By embracing the graph model, we can unlock new insights and uncover hidden patterns within our interconnected world.","2023-07","2024-05-26 19:03:23","2024-05-27 10:46:10","2024-05-26 19:03:23","1-7","","","","","","Comparative Analysis of Relational and Graph Databases for Data Provenance","","","","","","","en","","","","","IEEE Xplore","","titleTranslation: 關係資料庫和圖形資料庫的資料來源比較分析：效能、查詢和安全注意事項","","C:\Users\BlackCat\Zotero\storage\Q4MALEV5\10235151.html; C:\Users\BlackCat\Zotero\storage\MWR7W39B\Sunuwar 與 Singh - 2023 - Comparative Analysis of Relational and Graph Datab.pdf","","待讀; 文獻; 圖形資料庫","Resource description framework; Security; Benchmark testing; Search problems; Relational databases; Graph; Neo4j; NoSQL; Social networking (online); W3C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 World Conference on Communication & Computing (WCONF)","","","","","","","","","","","","","","",""
